phone_no,customer_segment,gender,number_of_children,income,marital_status,owns_vehicle,age_of_vehicle,vehicle_type,value_of_vehicle,accomodation_status_rented_own,owns_house,age_of_house,value_of_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,account_id
980-947-9115,silver,female,2,85747.88,married,yes,8.0,bike,854931.0,rented,no,,,farmer,739,12,44,58,6,High school,Chojna,41,employed,temporary,4/4/2019,56250.0,64149.0,19539.0,37539.0,82504.0,58367.0,54416.0,69712.0,22998.0,81110.0,34518.0,27842.0,8,8,5,4,6,5,8,9,6,3,8,1,24594,food,hospital,628384,92,100000000547
764-279-4644,gold,male,5,80041.18,unmarried,no,,bike,,own,yes,1.0,49221121.0,nurse,724,49,9,77,5,High school,Tullinge,51,employed,permanent,3/16/2019,26076.0,31840.0,53273.0,83930.0,44434.0,19622.0,21094.0,53966.0,65651.0,,39379.0,25879.0,5,3,2,1,9,9,10,7,4,9,7,5,22282,travel,tech,8592702,91,100000000548
319-262-4487,gold,male,0,49735.23,unmarried,yes,9.0,car,922831.0,own,yes,9.0,2681161.0,teacher,676,4,2,37,7,High school,Virojoki,45,business,permanent,5/5/2019,15207.0,38932.0,44544.0,88912.0,83899.0,39084.0,97968.0,25831.0,,93949.0,80240.0,22912.0,10,8,7,3,9,7,2,4,9,1,1,1,22054,leisure,tech,5384899,91,100000000549
728-934-6836,silver,female,1,43460.53,unmarried,yes,3.0,bike,668005.0,rented,no,,,driver,848,67,62,45,2,Degree,Tamboril,43,employed,permanent,4/20/2019,50950.0,63186.0,17581.0,42992.0,,35710.0,,95146.0,44225.0,49465.0,,,5,9,1,9,8,2,4,8,2,3,4,5,24549,others,hospital,1868139,67,100000000550
754-694-8359,gold,female,2,50696.82,unmarried,no,,bike,,rented,no,,,doctor,576,35,90,12,15,Degree,Bình Minh,33,employed,permanent,4/11/2019,21986.0,33819.0,39563.0,96425.0,28219.0,,17373.0,90358.0,49870.0,31771.0,42078.0,92724.0,9,7,2,2,2,7,4,3,2,10,10,4,26975,food,tech,4476037,77,100000000551
851-514-8538,silver,male,0,96852.28,married,yes,8.0,bike,276853.0,rented,no,,,nurse,632,89,19,92,15,High school,Pinoma,46,employed,temporary,3/25/2019,83497.0,92224.0,37024.0,59281.0,96657.0,68452.0,57366.0,30944.0,65179.0,34906.0,91939.0,39481.0,7,8,5,1,10,10,5,7,1,2,1,4,25187,hobby,leisure,1174867,35,100000000552
887-238-0176,gold,female,5,22921.38,married,yes,9.0,bike,218099.0,own,yes,4.0,73398206.0,firefighter,512,34,34,5,10,High school,Rasskazovo,36,business,temporary,6/23/2019,60583.0,,69299.0,95329.0,34950.0,30547.0,54436.0,14623.0,,19552.0,69807.0,92293.0,1,6,9,7,6,4,5,8,3,10,6,9,28332,travel,travel,1348476,76,100000000553
960-628-3039,gold,male,5,46289.51,married,no,,bike,,rented,no,,,unskilled_labour,675,81,59,33,3,High school,Buliu,57,business,temporary,3/23/2019,32079.0,58716.0,49136.0,84142.0,86609.0,11563.0,39480.0,53171.0,61556.0,66814.0,65946.0,24328.0,1,6,6,9,4,6,4,1,3,9,5,10,27660,others,travel,3558782,29,100000000554
568-396-1845,silver,male,1,77864.94,unmarried,no,,bike,,own,yes,7.0,89041550.0,driver,793,6,55,48,8,Degree,Sestroretsk,56,employed,permanent,6/24/2019,15616.0,,96323.0,,47980.0,68558.0,45222.0,65729.0,23682.0,64081.0,10772.0,19367.0,9,6,6,6,1,5,6,4,10,7,7,8,20284,travel,leisure,8610263,75,100000000555
567-450-4370,silver,male,5,96256.54,unmarried,no,,bike,,rented,no,,,doctor,412,61,46,63,4,Degree,Pirot,50,employed,permanent,3/21/2019,30006.0,,69311.0,53688.0,25776.0,51616.0,80861.0,15186.0,86299.0,18263.0,93116.0,42982.0,8,3,1,8,1,10,4,6,9,2,7,9,21101,others,travel,6127666,66,100000000556
523-348-5461,silver,male,5,62218.93,married,yes,11.0,bike,373659.0,own,yes,13.0,40152415.0,teacher,583,33,98,64,9,Degree,Rajadesa,31,employed,permanent,3/12/2019,16020.0,20873.0,,63146.0,92214.0,59654.0,57252.0,92392.0,,20850.0,55351.0,11217.0,1,4,9,3,10,6,3,8,7,9,1,3,29129,leisure,food,2822507,43,100000000557
122-991-8002,silver,male,2,27961.44,unmarried,no,,bike,,rented,no,,,shop_owner,373,41,72,61,9,High school,Kapatagan,54,business,permanent,3/24/2019,54447.0,43212.0,13240.0,20006.0,21962.0,98969.0,64223.0,15769.0,91783.0,98254.0,45714.0,44613.0,2,4,3,9,7,7,3,5,10,4,3,8,21071,hobby,hobby,1533502,74,100000000558
306-553-6797,silver,female,5,54419.8,unmarried,no,,bike,,own,yes,15.0,51983539.0,nurse,679,65,42,64,13,High school,Cikawung,46,employed,permanent,5/1/2019,80463.0,56398.0,94727.0,67053.0,26643.0,,13678.0,12477.0,17275.0,56333.0,,32411.0,2,2,9,7,6,2,9,5,8,5,4,9,21781,tech,hobby,5901700,50,100000000559
451-491-2713,gold,male,1,40659.62,married,no,,bike,,rented,no,,,engineer,720,17,79,77,6,Degree,Gaohu,27,employed,permanent,4/24/2019,17269.0,,98735.0,44496.0,96013.0,44107.0,37036.0,,98924.0,18092.0,97629.0,14178.0,2,3,9,10,4,8,5,8,3,8,5,9,21432,leisure,tech,2328987,64,100000000560
415-640-3160,gold,male,1,63638.8,married,yes,3.0,car,412261.0,own,yes,22.0,53023886.0,unskilled_labour,286,20,57,88,14,High school,Daleszyce,33,business,temporary,4/28/2019,89721.0,64959.0,28761.0,45544.0,31111.0,,,54936.0,,67497.0,31707.0,53546.0,4,10,3,1,3,2,3,10,4,3,8,8,26910,food,leisure,2756436,78,100000000561
535-463-4741,silver,male,0,75111.29,married,yes,3.0,car,359867.0,own,yes,1.0,70626288.0,pilot,457,9,29,37,8,Degree,Brampton,34,employed,permanent,5/8/2019,65745.0,19375.0,59073.0,21260.0,82238.0,,31610.0,16969.0,20122.0,,50921.0,21658.0,8,2,1,8,6,5,1,2,8,4,4,5,26154,hospital,others,1177276,87,100000000562
175-491-0131,silver,male,3,64378.9,unmarried,no,,bike,,own,yes,19.0,57119246.0,shop_owner,411,3,29,71,9,High school,Hexi,50,business,temporary,5/19/2019,,58609.0,59772.0,42759.0,57683.0,35024.0,24272.0,,,13989.0,90377.0,93572.0,4,1,1,9,9,1,10,1,5,8,2,9,25040,hospital,hobby,1461830,50,100000000563
351-913-6964,silver,male,4,44351.46,unmarried,no,,bike,,rented,no,,,engineer,296,1,83,91,7,Degree,Longzui,28,employed,permanent,4/18/2019,38235.0,25877.0,51709.0,98606.0,85251.0,83656.0,65461.0,18247.0,58919.0,94781.0,58494.0,22987.0,8,4,8,10,7,7,1,6,5,6,8,10,28861,leisure,hospital,4426834,1,100000000564
865-346-3879,gold,male,5,83252.18,unmarried,yes,7.0,bike,648007.0,own,yes,7.0,5216879.0,shop_owner,461,45,40,72,13,High school,Wielgie,48,business,permanent,5/31/2019,82993.0,99153.0,56285.0,94022.0,32140.0,,11422.0,69259.0,40436.0,59385.0,28317.0,,9,5,6,1,4,8,9,7,3,2,3,10,23487,food,travel,5130934,42,100000000565
708-790-7284,silver,male,4,92499.5,unmarried,yes,1.0,bike,380249.0,own,yes,4.0,91382621.0,technicians,492,53,88,51,11,High school,Nueva Gerona,36,employed,temporary,5/28/2019,96218.0,35302.0,35122.0,98378.0,11371.0,21149.0,19307.0,10385.0,,32101.0,27799.0,27044.0,3,7,6,10,6,8,5,1,7,7,1,10,20844,leisure,hospital,6334598,91,100000000566
609-808-6607,gold,female,2,36771.87,unmarried,no,,car,,own,yes,6.0,67835700.0,politician,830,99,55,100,7,High school,Sambong,56,business,permanent,5/26/2019,,54757.0,56620.0,90578.0,87738.0,56122.0,62179.0,,42088.0,91864.0,69368.0,64925.0,8,5,5,9,4,9,9,7,3,10,10,9,29744,hobby,travel,2170787,65,100000000567
180-288-8728,gold,male,3,17370.2,unmarried,no,,car,,rented,no,,,farmer,524,100,89,38,1,High school,Loacan,25,employed,permanent,6/18/2019,,,63393.0,65492.0,29589.0,,80249.0,60370.0,16972.0,26791.0,59222.0,27636.0,9,10,3,1,4,9,1,3,8,6,3,6,22917,travel,leisure,2950244,56,100000000568
977-867-1216,silver,female,1,71706.77,married,no,,bike,,own,yes,18.0,15644071.0,pilot,523,18,7,23,11,Degree,Itumbiara,56,business,temporary,3/21/2019,36478.0,36701.0,54225.0,23826.0,12117.0,97636.0,47616.0,36828.0,31432.0,53281.0,32513.0,84723.0,5,3,4,10,5,8,5,5,9,8,9,4,26966,food,food,8004819,20,100000000569
907-901-4762,gold,female,0,89088.4,unmarried,no,,bike,,own,yes,5.0,74605743.0,doctor,784,33,90,40,8,Degree,Khisarya,43,employed,temporary,5/27/2019,24479.0,34070.0,15866.0,99335.0,69821.0,,80971.0,,98367.0,67531.0,25107.0,21455.0,5,4,4,5,6,3,4,5,8,9,3,8,22265,travel,leisure,2713061,44,100000000570
843-337-1799,gold,female,2,49044.12,married,yes,6.0,car,220547.0,rented,no,,,firefighter,380,24,51,21,14,High school,Marína,27,employed,temporary,5/23/2019,47652.0,99990.0,53028.0,65574.0,19815.0,84117.0,36879.0,38979.0,52618.0,13254.0,56047.0,50289.0,5,3,6,8,2,9,5,6,9,1,9,7,20665,tech,travel,8140529,95,100000000571
125-945-3309,silver,male,1,12372.12,married,no,,bike,,rented,no,,,pilot,559,21,4,64,4,High school,Qīrah,31,business,permanent,4/23/2019,81171.0,36622.0,,12402.0,24093.0,91335.0,38040.0,23130.0,80594.0,40939.0,36137.0,85348.0,9,6,9,2,4,7,8,4,8,8,3,1,27240,hobby,others,1305407,53,100000000572
820-395-4704,gold,male,3,81142.99,unmarried,yes,1.0,car,426402.0,rented,no,,,nurse,378,29,73,87,8,High school,Kamina,40,employed,temporary,4/25/2019,30886.0,59070.0,,96119.0,89251.0,91540.0,50078.0,61046.0,43259.0,68529.0,59847.0,84950.0,2,6,9,4,9,9,2,7,4,5,3,4,21564,others,others,8276798,84,100000000573
126-247-6888,gold,female,3,40955.12,unmarried,yes,8.0,car,724004.0,own,yes,6.0,3753018.0,technicians,250,79,48,87,8,Degree,Santa Rita,42,business,permanent,5/31/2019,17612.0,19556.0,27234.0,,67644.0,32711.0,66763.0,10274.0,85052.0,15740.0,96373.0,90812.0,2,9,2,4,9,3,2,8,7,9,5,6,22855,others,tech,1070771,60,100000000574
623-154-9622,gold,female,3,12642.45,married,no,,bike,,own,yes,13.0,33266332.0,shop_owner,320,30,74,6,15,High school,Kibingo,47,business,permanent,5/25/2019,93600.0,51255.0,,98156.0,26121.0,36532.0,69214.0,34799.0,91733.0,96340.0,59792.0,,4,3,8,4,4,5,7,5,2,4,10,7,24425,hobby,leisure,155151,53,100000000575
928-773-2437,gold,female,2,12514.57,unmarried,yes,10.0,bike,926195.0,rented,no,,,driver,435,65,64,26,8,Degree,Anaheim,55,employed,temporary,5/11/2019,81202.0,29350.0,15086.0,46587.0,47071.0,24773.0,96767.0,61910.0,44010.0,,26536.0,97038.0,2,4,1,6,2,4,3,2,5,8,10,9,24495,food,travel,8218641,20,100000000576
984-517-8054,gold,female,5,35647.4,unmarried,yes,1.0,bike,400936.0,own,yes,9.0,94843352.0,driver,630,7,72,24,12,High school,Berón de Astrada,56,business,permanent,5/25/2019,28674.0,22689.0,38588.0,62680.0,96969.0,85707.0,89772.0,14244.0,,26424.0,45821.0,23798.0,5,3,10,4,10,8,5,9,7,1,2,1,24550,food,food,2180879,31,100000000577
886-376-4431,gold,female,3,25136.41,married,yes,10.0,bike,370496.0,rented,no,,,pilot,730,97,63,81,5,High school,Mungyeong,43,employed,permanent,4/9/2019,95091.0,92273.0,55161.0,80900.0,34083.0,52395.0,98982.0,,,99564.0,85684.0,34288.0,9,8,9,10,3,5,8,8,5,8,5,3,28567,hobby,travel,7139527,82,100000000578
657-649-7100,gold,male,2,82999.01,unmarried,no,,bike,,rented,no,,,driver,659,81,8,80,9,Degree,Lyski,41,business,permanent,4/23/2019,24767.0,88198.0,94563.0,83236.0,26022.0,68541.0,40629.0,40207.0,39869.0,37085.0,21379.0,34928.0,2,1,2,1,9,3,6,5,8,10,2,4,24451,leisure,leisure,9884361,91,100000000579
895-536-8906,gold,male,4,19428.66,married,yes,2.0,bike,484629.0,own,yes,9.0,57920933.0,driver,665,81,16,71,3,High school,Shuangyang,29,employed,temporary,5/1/2019,93685.0,61914.0,37215.0,62852.0,49202.0,50747.0,19109.0,17261.0,49984.0,81346.0,69986.0,40986.0,5,9,5,10,3,3,9,9,5,5,9,6,29121,food,hobby,1863066,9,100000000580
221-478-7385,gold,female,1,93735.72,married,no,,bike,,own,yes,14.0,87226834.0,plumber,293,74,37,86,9,Degree,Kuala Lumpur,54,business,temporary,3/18/2019,25617.0,39553.0,35586.0,67839.0,86237.0,13535.0,,66728.0,29180.0,43276.0,96517.0,23952.0,7,4,2,2,3,10,4,8,6,6,4,10,28579,leisure,leisure,9287485,32,100000000581
623-692-4747,silver,female,3,91974.42,married,no,,car,,own,yes,9.0,41899766.0,unskilled_labour,633,94,40,67,6,High school,Pingtang,45,business,permanent,3/21/2019,80884.0,52274.0,58661.0,31630.0,60544.0,21683.0,58021.0,44193.0,,44706.0,96732.0,89993.0,1,7,1,6,3,8,1,8,4,1,6,7,20454,tech,food,9050775,73,100000000582
303-798-2633,gold,female,1,55578.54,unmarried,yes,7.0,bike,145779.0,rented,no,,,nurse,497,21,79,84,13,High school,Gonghe,44,employed,temporary,4/11/2019,,33394.0,62461.0,10698.0,90320.0,30306.0,10695.0,38090.0,14632.0,80041.0,40586.0,93109.0,5,4,3,6,10,4,8,4,10,7,5,1,27663,tech,hospital,7258446,2,100000000583
512-792-5959,silver,male,5,77057.89,married,yes,8.0,bike,698256.0,rented,no,,,plumber,297,81,35,31,6,High school,Geita,53,business,permanent,3/7/2019,39976.0,34847.0,97281.0,27465.0,50322.0,39806.0,11735.0,10724.0,90986.0,99479.0,85078.0,22247.0,8,8,2,4,8,8,8,6,9,3,5,10,26206,travel,leisure,3858509,48,100000000584
485-433-6638,gold,female,2,35049.67,married,yes,7.0,car,289659.0,own,yes,7.0,33738836.0,shop_owner,291,15,67,39,10,High school,Saint-Herblain,47,business,permanent,5/6/2019,68219.0,83621.0,63566.0,34194.0,37602.0,63901.0,89157.0,39114.0,,91069.0,,13525.0,1,7,2,1,3,6,6,2,9,10,2,2,26780,hospital,hobby,3202361,49,100000000585
569-909-8465,silver,male,2,79654.93,unmarried,yes,4.0,car,687803.0,rented,no,,,engineer,407,50,64,15,9,Degree,Milano,60,employed,permanent,6/20/2019,40065.0,61939.0,54918.0,96154.0,88099.0,85890.0,32081.0,40830.0,41377.0,96676.0,54780.0,45946.0,1,8,8,2,10,3,5,2,5,2,8,7,23883,tech,tech,2290475,15,100000000586
752-828-2121,gold,female,0,78493.98,unmarried,yes,9.0,car,251525.0,own,yes,17.0,15502035.0,technicians,671,11,78,51,3,Degree,Tanahedang,30,employed,permanent,3/20/2019,68034.0,69053.0,99874.0,99306.0,36316.0,37712.0,63742.0,27627.0,65156.0,40572.0,,58262.0,6,4,8,6,10,5,8,10,10,3,2,6,27858,travel,travel,247929,97,100000000587
505-438-6479,silver,male,3,32109.08,married,yes,4.0,bike,410228.0,rented,no,,,engineer,781,85,87,73,4,Degree,El Hermel,39,employed,temporary,5/1/2019,92188.0,97324.0,49259.0,,96340.0,93823.0,87283.0,96285.0,92959.0,32116.0,29574.0,13048.0,7,10,8,4,10,9,3,10,9,4,3,7,28076,leisure,tech,5524455,44,100000000588
372-460-9286,silver,male,0,76709.95,unmarried,no,,bike,,own,yes,11.0,93879199.0,engineer,589,77,33,96,9,Degree,Luopioinen,36,employed,permanent,6/13/2019,13741.0,82954.0,59107.0,98796.0,45570.0,86681.0,,,94543.0,43119.0,,55922.0,6,5,8,9,10,1,10,2,7,1,3,2,27893,hobby,travel,7806023,86,100000000589
544-289-6374,gold,female,2,14556.02,unmarried,yes,11.0,car,400065.0,rented,no,,,unskilled_labour,482,74,50,88,13,High school,Nicasio,26,business,permanent,5/28/2019,52757.0,86525.0,22457.0,,22604.0,92752.0,50879.0,12737.0,68160.0,81635.0,,47229.0,5,2,4,2,6,8,8,1,3,9,8,5,21953,tech,hospital,9477697,8,100000000590
705-267-0656,gold,male,3,65518.53,unmarried,no,,bike,,own,yes,8.0,89652758.0,plumber,806,63,21,13,6,High school,Szczerców,45,business,temporary,5/30/2019,,,84314.0,10862.0,23162.0,33617.0,,37354.0,87848.0,34410.0,95202.0,85029.0,4,2,1,5,9,6,6,7,7,7,4,3,23847,others,leisure,8272892,98,100000000591
566-464-6815,silver,male,2,68020.41,married,no,,bike,,own,yes,19.0,85137700.0,technicians,733,63,27,43,13,High school,Lanas,56,employed,permanent,4/27/2019,27173.0,22740.0,11269.0,66544.0,88489.0,,69018.0,30598.0,89473.0,27934.0,,12440.0,5,5,9,6,7,5,6,10,4,4,4,7,20270,others,leisure,8476482,81,100000000592
782-623-1877,gold,female,3,36471.03,unmarried,no,,car,,own,yes,14.0,53236475.0,doctor,553,9,99,12,8,Degree,Pardelhas,40,employed,permanent,5/8/2019,60078.0,39713.0,85888.0,51693.0,20204.0,,,22239.0,50895.0,26207.0,17707.0,,1,1,6,3,2,10,7,6,3,4,4,4,27310,travel,tech,837920,93,100000000593
655-117-5851,gold,female,3,87610.68,unmarried,yes,8.0,bike,444885.0,own,yes,3.0,74851701.0,unskilled_labour,527,50,97,24,9,High school,Escola,50,business,permanent,4/5/2019,46535.0,94461.0,68010.0,10628.0,93572.0,18425.0,46119.0,17500.0,84426.0,97554.0,25535.0,80956.0,4,9,9,2,3,4,5,5,2,7,2,2,22249,tech,travel,7303788,43,100000000594
581-801-8462,silver,male,4,24849.14,married,yes,11.0,car,259208.0,rented,no,,,teacher,263,34,63,20,11,Degree,Jin’an,41,business,temporary,6/16/2019,32362.0,33383.0,52726.0,56600.0,94387.0,59743.0,54604.0,53030.0,99830.0,45358.0,46269.0,31704.0,9,8,5,3,7,6,6,10,1,4,9,6,20478,leisure,others,9257371,70,100000000595
941-350-5416,gold,female,0,74102.28,unmarried,no,,car,,own,yes,15.0,61399054.0,politician,415,41,40,84,12,High school,Vila do Bispo,44,business,temporary,5/24/2019,54251.0,40251.0,11762.0,,16703.0,46777.0,91318.0,84811.0,57281.0,96722.0,97579.0,91352.0,6,8,8,2,5,2,1,10,9,4,1,6,21441,tech,tech,1341434,96,100000000596
579-392-4206,silver,female,5,32504.96,married,yes,5.0,car,946988.0,own,yes,20.0,98275333.0,shop_owner,801,41,95,2,15,High school,Atap,36,business,permanent,5/31/2019,23613.0,,19253.0,51671.0,82615.0,65410.0,61618.0,81983.0,99194.0,64071.0,20683.0,22998.0,1,8,10,8,10,4,4,10,10,4,2,9,21445,others,food,4525749,56,100000000597
486-260-5563,gold,male,5,36922.7,married,no,,car,,own,yes,4.0,37723750.0,firefighter,779,17,3,51,8,Degree,San Isidro,44,business,permanent,6/4/2019,12886.0,,61319.0,31936.0,45590.0,10827.0,37886.0,,,15577.0,44365.0,88139.0,7,6,1,5,5,1,7,4,1,4,7,8,24547,food,hospital,9612062,66,100000000598
194-584-8999,gold,female,2,63281.67,unmarried,no,,car,,own,yes,6.0,97803335.0,driver,315,2,62,3,7,Degree,Paris 14,48,employed,temporary,5/7/2019,66834.0,27283.0,28067.0,21103.0,60346.0,26032.0,88337.0,31824.0,16457.0,24252.0,53463.0,50853.0,2,9,9,7,8,8,7,6,3,10,2,1,22314,leisure,hospital,1023507,10,100000000599
627-500-6724,gold,female,3,17206.89,unmarried,yes,1.0,car,537870.0,own,yes,3.0,5989798.0,firefighter,633,21,48,4,8,High school,Sasnovy Bor,27,employed,permanent,3/17/2019,20958.0,93378.0,50176.0,85084.0,,45034.0,90122.0,19247.0,23545.0,,,52833.0,1,2,1,3,8,8,9,7,3,3,4,1,25763,others,hospital,3943867,38,100000000600
987-928-5605,silver,female,3,35989.41,married,no,,car,,own,yes,1.0,14695974.0,teacher,800,27,4,62,1,Degree,Mahendranagar,50,employed,temporary,4/1/2019,29029.0,,,11856.0,28128.0,94911.0,53322.0,95464.0,65881.0,25852.0,58844.0,,3,5,6,2,5,8,7,6,4,5,3,3,21321,hobby,hobby,3042615,73,100000000601
339-154-6813,silver,female,5,10704.6,unmarried,no,,car,,rented,no,,,firefighter,741,28,80,50,13,Degree,Ödeshög,31,business,permanent,6/29/2019,47074.0,14548.0,27039.0,55825.0,55712.0,52587.0,36433.0,,,58302.0,93188.0,85992.0,6,3,9,8,9,1,10,1,3,2,10,9,24504,others,food,2521141,45,100000000602
618-570-7215,silver,female,4,89823.83,married,no,,car,,rented,no,,,unskilled_labour,760,71,22,53,6,High school,Kristianstad,26,business,temporary,3/18/2019,46918.0,30113.0,68113.0,68207.0,32792.0,98545.0,,56880.0,51501.0,56546.0,56970.0,26670.0,7,9,9,9,4,4,9,1,7,6,1,7,26319,travel,travel,5783181,98,100000000603
403-174-5769,gold,female,0,70030.54,unmarried,yes,9.0,car,336190.0,own,yes,12.0,53404516.0,unskilled_labour,256,60,15,29,11,High school,Miches,39,business,permanent,4/4/2019,81708.0,,91351.0,,69537.0,42125.0,85338.0,84654.0,94677.0,96818.0,,64477.0,9,9,2,7,4,4,3,2,7,9,3,9,29595,tech,food,4129726,16,100000000604
815-277-7043,silver,female,5,52688.89,unmarried,no,,bike,,own,yes,18.0,23094698.0,driver,612,90,79,21,5,Degree,Kangar,41,business,permanent,6/13/2019,49218.0,16053.0,53679.0,40351.0,,19463.0,,15180.0,20567.0,40220.0,63043.0,24297.0,6,8,10,6,9,3,4,5,6,1,10,4,26901,food,leisure,3008508,70,100000000605
418-512-5799,silver,female,2,65717.95,married,yes,5.0,car,933659.0,rented,no,,,engineer,250,48,27,86,10,Degree,Besuk Selatan,54,employed,temporary,6/13/2019,52450.0,13459.0,61580.0,33087.0,,35329.0,61535.0,15658.0,47969.0,83557.0,21381.0,29363.0,9,7,10,10,6,9,3,10,6,7,4,7,25543,tech,travel,6647529,45,100000000606
969-430-3140,silver,male,4,47178.98,married,no,,car,,own,yes,20.0,33429455.0,plumber,831,88,18,19,11,Degree,Wonda,32,business,temporary,3/31/2019,91866.0,62350.0,81870.0,14466.0,,53801.0,36428.0,21717.0,67027.0,45982.0,41315.0,96087.0,5,3,3,3,4,7,8,3,4,5,7,5,29689,leisure,leisure,4058121,96,100000000607
448-807-0847,silver,female,1,63592.76,unmarried,yes,8.0,bike,125263.0,own,yes,17.0,34215196.0,nurse,310,70,44,22,5,High school,Cagbang,51,employed,permanent,6/25/2019,46505.0,87029.0,63999.0,29280.0,46480.0,90311.0,24281.0,83604.0,43030.0,32087.0,19331.0,,6,10,6,6,6,7,7,6,5,2,3,2,28945,leisure,leisure,9342480,92,100000000608
441-210-5928,gold,female,5,71776.87,married,yes,8.0,bike,338058.0,own,yes,16.0,29867165.0,plumber,840,42,43,82,9,High school,Ancol,39,employed,permanent,4/7/2019,81588.0,99341.0,41397.0,96461.0,22460.0,11803.0,,52888.0,66732.0,23567.0,69853.0,59635.0,8,8,2,10,7,3,6,1,3,9,3,3,28664,food,travel,5301305,49,100000000609
395-470-3018,silver,female,3,87803.59,unmarried,no,,car,,rented,no,,,technicians,809,94,51,7,14,High school,Nanmu,56,business,permanent,5/28/2019,63588.0,16442.0,98246.0,,58703.0,,,20938.0,,11264.0,49735.0,93323.0,10,5,8,8,5,9,2,6,2,8,1,4,25530,hobby,others,7185159,36,100000000610
639-360-0390,silver,female,0,74537.78,unmarried,yes,1.0,car,532631.0,own,yes,12.0,12118302.0,firefighter,470,7,57,22,14,High school,Huolongping,54,employed,permanent,6/28/2019,63396.0,,28647.0,63421.0,49015.0,18669.0,45441.0,96614.0,,,47886.0,,8,3,3,2,9,4,2,4,8,7,5,7,22552,travel,hobby,8796448,48,100000000611
167-994-9343,gold,female,2,36979.17,married,yes,10.0,bike,773260.0,own,yes,19.0,51377973.0,politician,281,25,79,43,8,High school,Skopje,57,business,permanent,3/8/2019,25034.0,47317.0,50533.0,64609.0,45982.0,62161.0,51138.0,47848.0,34720.0,26927.0,65171.0,82738.0,10,7,8,7,7,7,4,5,8,8,1,4,28388,tech,travel,3551892,68,100000000612
919-791-1631,gold,female,4,11476.45,married,no,,bike,,rented,no,,,firefighter,742,63,27,80,10,Degree,Ladoang,41,employed,temporary,6/28/2019,,63172.0,,47544.0,48551.0,41203.0,98637.0,48105.0,61008.0,22163.0,46035.0,97105.0,10,2,10,2,7,9,2,4,1,5,7,9,24539,leisure,others,2637767,78,100000000613
884-618-2979,silver,female,2,47972.43,married,no,,car,,own,yes,17.0,45522624.0,pilot,309,68,33,100,13,Degree,Syntul,42,employed,permanent,3/24/2019,11458.0,62114.0,35139.0,59193.0,39031.0,69341.0,,,63375.0,11355.0,20246.0,23261.0,2,6,8,7,10,2,6,6,10,2,6,7,28534,travel,travel,4463302,4,100000000614
839-368-0158,gold,male,4,27079.06,married,yes,1.0,bike,918741.0,rented,no,,,engineer,582,8,51,23,4,Degree,Albarraque,55,employed,temporary,4/15/2019,,26857.0,46806.0,92584.0,53609.0,51569.0,96361.0,93153.0,26692.0,94385.0,,,1,4,4,10,5,10,1,7,1,6,3,3,28435,hospital,tech,9764290,32,100000000615
854-239-7009,silver,male,1,19371.66,unmarried,no,,bike,,own,yes,22.0,45964024.0,engineer,630,81,21,82,14,Degree,Pueblo Nuevo,46,employed,temporary,6/23/2019,66197.0,84924.0,52122.0,,52719.0,37934.0,55463.0,,29916.0,44563.0,,11247.0,5,6,7,2,5,6,6,6,10,1,9,4,24145,tech,others,5278795,46,100000000616
758-577-4059,gold,female,4,54958.64,married,yes,12.0,bike,177119.0,rented,no,,,politician,485,63,89,79,10,High school,Hekou,39,business,temporary,5/29/2019,83615.0,43653.0,59691.0,83748.0,62141.0,17363.0,58469.0,85289.0,13899.0,99587.0,57965.0,93757.0,1,6,2,2,4,9,6,3,3,2,7,9,28120,others,hospital,6796469,32,100000000617
151-346-9956,gold,female,0,51421.31,married,yes,2.0,bike,283878.0,rented,no,,,firefighter,761,93,2,17,10,Degree,Bang Rakam,29,business,temporary,3/9/2019,23395.0,56914.0,44027.0,97654.0,24960.0,41625.0,66272.0,18437.0,88066.0,40083.0,35377.0,85250.0,3,3,10,5,9,4,1,3,6,7,9,8,29958,travel,others,7381280,20,100000000618
